,Text,Annotate
1139,"MANILA, Philippines – Presidential aspirant Ferdinand “Bongbong” Marcos Jr said on Monday, January 24, that he will not be publicizing his Statements of Assets, Liabilities and Net Worth (SALNs), making him the only one out of the top presidential bets to refuse to release this document.",
1140,CA affirms conviction of ex-RCBC manager over Bangladesh Bank heist,
1141,Rappler Talk: What are your chances of getting into UP without the UPCAT?,
1142,LIVESTREAM: Fiesta Mass for Nazareno 2023,
1143,"MANILA, Philippines – The Sandigayanbayan Fifth Division denied a motion of the former president of the Philippine Normal University (PNU) to dismiss her graft case, but the same resolution acquitted her three co-accused.",
1144,SC reprimands Comelec over non-compliance with TRO on ‘nuisance’ bet,
1145,Rappler Talk: New UP president Angelo Jimenez on making a ‘global university’,
1146,BEHIND THE SCENES: Preparing for the Marcos inaugural,
1147,"MANILA, Philippines – The Department of Health (DOH) on Tuesday, August 2, reported the country’s first two cases of the highly transmissible Omicron BA.2.75, known as “Centaurus” due to its rapid spread.",
1148,"The Senate and the House of Representatives are opening their sessions for the 19th Congress at 10 am (Manila time) on Monday, July 25, a few hours before President Ferdinand Marcos Jr. is to deliver his first State of the Nation Address.",
1149,WATCH: What will happen to the case of Reina Mae Nasino?,
1150,"MANILA, Philippines – The Alliance of Concerned Teachers (ACT) on Wednesday, February 1, asked the government to look into alleged overpriced cameras procured by the Department of Education (DepEd), after a viral online post showed a camera with the agency markings as costing over P155,000.",
1151,"MANILA, Philippines – Due to its “excess” doses, the Philippines will be donating some of its COVID-19 vaccines to Myanmar and Papua New Guinea, the Department of Health (DOH) said on Tuesday, April 5.",
1152,Overworked teachers among causes of high learning poverty level in PH – experts,
1153,"Police whisk doctor Natividad Castro to Butuan, hold her incommunicado",
1154,"MANILA, Philippines – The Department of Health (DOH) did not see any increase in COVID-19 cases during the first week of implementation of Alert Level 1 status in Metro Manila and 38 other areas.",
1155,"Marcos visit: PH, Japan ink 7 deals on infrastructure, defense, agriculture",
1156,"MANILA, Philippines – Executive Secretary Victor Rodriguez finally appeared before the Senate blue  for the hearing on the sugar importation mess on Tuesday, September 6, after the panel subpoenaed him to attend the inquiry.",
1157,WATCH: Ferdinand Marcos Jr. sworn in as 17th president of the Philippines,
1158,"MANILA, Philippines – In March 2020, like all newsrooms in the country, Rappler covered the Metro Manila and Luzon lockdown. Not knowing when  quarantines would end, journalists went out to the field and filed stories despite the health risks from COVID-19.",
1159,Rappler statement on tax evasion acquittal: Victory of facts over politics,
1160,PDRs: The innovative business tool that attacked media and chilled businesses,
1161,"MANILA, Philippines – More than a month into his presidency, President Ferdinand “Bongbong” Marcos Jr. named Medal of Valor awardee Lieutenant General Bartolome Vicente Bacarro as the 58th chief of staff of the Armed Forces of the Philippines (AFP) on Monday, August 1.",
1162,"Ferdinand Marcos Jr., the country’s 17th president, is set to visit Indonesia and Singapore.",
1163,"MANILA, Philippines – The National Privacy Commission (NPC) said the Commission on Elections (Comelec) and software provider Smartmatic were not liable of violating the Data Privacy Act, in connection with a server breach that gripped the electronic voting firm in the run-up to the 2022 elections.",
1164,Metro Manila to stay on Alert Level 2 until February 28,
1165,Marcos: Charter change ‘not a priority’,
1166,"PHNOM PENH, Cambodia – President Ferdinand Marcos Jr will be flying to China for a state visit in early January 2023, the Office of the Press Secretary announced on Friday, November 11.",
1167,"Duterte, Xi discuss South China Sea, Ukraine in telesummit",
1168,An abundance of Ferdinands: Martin Romualdez is House Speaker under President Marcos,
1169,"Vice President and presidential candidate Leni Robredo on Sunday, March 6, condemned Russia’s invasion of Ukraine, which has led to the death of at least 350 people, including children.",
1170,"MANILA, Philippines – The Philippine Department of Foreign Affairs (DFA) has called for the mandatory repatriation and evacuation of Filipinos in Ukraine, after the fighting against invading Russian forces reached its 10th  day.",
1171,"Remulla mulls amnesty for activists, not warm on law vs red-tagging",
1172,Remulla: Cadavers of prisoners will be transferred to UP for autopsy,
1173,"MANILA, Philippines – Commission on Elections (Comelec) Chairman George Garcia said the poll body would lobby for “full automation  transparency count” for the 2025 midterm polls, but clarified that this does not necessarily mean a push for hybrid elections.",
1174,"MANILA, Philippines – Executive Secretary Victor Rodriguez has resigned, Malacañang confirmed on Saturday, September 17.",
1175,"Stray bullet, not pneumonia, killed 9-year-old boy during drug war",
1176,"Philippines gives US access to military sites in northern Luzon, Palawan",
1177,"MANILA, Philippines – A shooting incident rocked a high-end subdivision in Makati City earlier this week, which saw the death of at least two security guards.",
1178,"MANILA, Philippines – Senator Grace Poe said it was “symbolic” that her final phone conversation with her late mother, renowned veteran actress Susan Roces, was the passage of the foundling law that both of them have championed for.",
1179,Marcos to take oath as president in National Museum,
1180,Political scientist Clarita Carlos is Marcos’ national security adviser,
1181,"CAGAYAN DE ORO CITY, Philippines – The Senate’s two-member minority won’t be an obstructionist but would see to it that all measures proposed by President Ferdinand Marcos Jr.’ allies are scrutinized first, Senate Minority Leader Aquilino “Koko” Pimentel III said on Thursday, July 28.",
1182,"Rappler Recap: Marcos’ first state visits to Indonesia, Singapore",
1183,Sara Duterte will be education secretary – Marcos Jr.,
1184,"MANILA, Philippines – The Philippines, classified a “flawed democracy,” ranked 54 out of 167 countries in the Economist Intelligence Unit (EIU)’s 2021 Democracy Index.",
1185,"MANILA, Philippines – Four days before the May 9 elections, President Rodrigo Duterte named a “Davao boy” as the acting chief of the Philippine National Police (PNP): Lieutenant General Vicente Danao.",
1186,"MANILA, Philippines – The #FactsFirstPH coalition was awarded Most Innovative and Impactful Collaboration at the Global Fact 9, an annual international fact-checking conference.",
1187,Why did Czech Republic PM Petr Fiala visit Manila?,
1188,"MANILA, Philippines – Current and former Philippine officials, and staff from the Department of Foreign Affairs (DFA) paid their last respects to former Foreign Secretary Albert del Rosario on Monday, April 24.Del Rosario died on April 18 on a flight to the US.",
1189,Marcos endorses BIR campaign to pay ‘correct’ taxes but mum on family’s P203-B estate tax,
1190,"MANILA, Philippines – Threat hangs over groups who would stage anti-Marcos protests on June 30 for the inauguration of  President Ferdinand “Bongbong” Marcos Jr. at the National Museum.",
1191,Health workers want Badoy’s physician license revoked,
1192,"MANILA, Philippines – The Philippine National Police (PNP) on Thursday, April 13, ordered 47 cops allegedly involved in the coverup of the P6.7 billion shabu (methamphetamine) bust in October 2022 to return their service firearms.",
1193,"Refund P92M in illegal pay increases, COA tells SEC execs, employees",
1194,"Marcos: Honor Bonifacio by being ‘dutiful, law-abiding citizens’",
1195,DepEd to revive private schools bureau,
1196,"Marcos: I only consult the First Lady on legal, not policy matters",
