,Text,Annotate
2778,MANILA – The Commission on Elections (Comelec) on Thursday announced that it would pilot test the automated election system (AES) in three barangays in Quezon City and the province of Cavite for the October 2023 Barangay and Sangguniang Kabataan Elections (BSKE).,
2779,Manila Water provides service improvements to 1.8M Filipinos,
2780,No class suspension despite weeklong transport strike: DepEd,
2781,"VP Sara urges local leaders to uphold integrity, unite in service",
2782,"PH, Japan to further beef up defense engagements",
2783,Bill on e-governance hurdles House panel,
2784,PAL expands services; targets SMEs,
2785,MANILA – The government should distribute the PHP5.22-billion intelligence fund among several agencies to bring down gun-for-hire syndicates.,
2786,"MANILA – President Ferdinand R. Marcos Jr. on Tuesday led the acceptance and turnover of the last of three C-295 Medium Lift Aircraft units acquired by the Philippines from Spain, saying these planes are expected to boost the country’s defense capabilities.",
2787,MANILA – The Commission on Human Rights (CHR) on Wednesday expressed its support for the reinstitutionalization of divorce in the country.,
2788,One Meralco foundation energizes Iloilo island’s health center,
2789,DILG’s BIDA program gets boost with USAID support,
2790,MANILA – A lawmaker on Monday called for the abolition of the Metropolitan Manila Development Authority in line with the Marcos administration's move to rightsize the government bureaucracy.,
2791,PNP: P6B worth of illegal drugs seized since January,
2792,"MANILA – Australia and the Philippines’ engagements are expected to increase in 2023 and beyond as the two countries move to upgrade their partnership  to a strategic one, with focus on adapting to a rapidly changing security environment in the region.",
2793,Legarda urges public support in implementing environmental laws,
2794,"PBBM to push for food, energy security in 42nd ASEAN Summit",
2795,"MANILA – The Filipino woman who was rescued after 60 hours under the rubble in Hatay province is “recovering well,” the Philippine Embassy in Türkiye said Tuesday.",
2796,"DSWD, Abra LGU extend cash aid to 2.8K solo parents",
2797,"MANILA – The Bureau of Customs (BOC)-Port of Clark, together with the Philippine Drug Enforcement Agency (PDEA) operatives, apprehended the claimant of a shipment containing 2,378 grams of Kush Marijuana worth close to PHP4 million.",
2798,"Invoking MDT would only escalate tension between PH, China: PBBM",
2799,Romualdez vows passage of bills to sustain economic growth,
2800,PH reaffirms adherence to One China policy as Qin visits Manila,
2801,MANILA – Employees of the Department of Agrarian Reform (DAR) continue its tradition of donating blood in order to help save more lives.,
2802,"Warm, humid weather to prevail across PH",
2803,LRT-1 Cavite Extension Phase 1 on track for completion by Q4 2024,
2804,Marcos makes a pitch for local battery production to US firms,
2805,"MANILA – Filipino, American and Australian special troops on Friday (April 21) conducted resupply bundle drop operations (also known as parachute resupply or airdrops) in the coastal waters of Barangay Punta Baja, Rizal, Palawan as part of this year's ""Balikatan"" exercises.",
2806,MANILA – The Manila International Airport Authority (MIAA) on  some workers at the Ninoy Aquino International Airport (NAIA) Terminal 3 for returning the money of an outbound passenger.,
2807,MANILA – The Department of Transportation (DOTr) aims  around 20 port projects before June this year.,
2808,MANILA – The Climate Change Commission (CCC) on Monday vowed to continue boosting cooperation with various sectors to help the country achieve climate-resilient agriculture practices.,
2809,"MANILA – The Philippine Navy (PN) on Wednesday  the United States' announcement on the transfer of four patrol boats to the Armed Forces of the Philippines (AFP), as this would greatly boost its capability to protect the country's vast waters.",
2810,MANILA – President Ferdinand R. Marcos Jr. has issued an administrative order (AO) creating an inter-agency task force to prepare for the country’s hosting of the FIBA Basketball World Cup 2023.,
2811,"3,992 out of 9,183 pass 2022 Bar exams",
2812,Persons with knowledge on Degamo slay urged to help solve case,
2813,"Allow bail or junk drug raps, De Lima asks Muntinlupa court anew",
2814,MANILA – Airfares may go up next month as the Civil Aeronautics Board (CAB) announced that the fuel surcharge for March 1 to 31 will increase to Level 7 from Level 6 in February.,
2815,"MANILA – As the country celebrates National Women’s Month, Deputy Speaker and Las Piñas City Rep. Camille Villar called anew for the passage of a measure that seeks to improve maternal and newborn care and provide maximum safeguards to Filipino mothers at the time of their childbirths.",
2816,"PNA celebrates 50 years of telling news stories, inspiring change",
2817,"Court orders arrest of Bantag, Zulueta",
2818,Agri party-list pushes bill institutionalizing Kadiwa stores,
2819,Marikina gets 2 new modern fire trucks from BFP,
2820,"MANILA – Members of the Government Service Insurance System (GSIS) can now pay non-life insurance (ONLI) premiums, insurance payments, service loans and housing loans through various online banking platforms.",
2821,"MANILA – The Philippines and China have agreed to manage their differences and handle emergencies on the South China Sea (SCS) through “friendly consultations,” the Department of Foreign Affairs (DFA) said Friday.",
2822,"MANILA – Warm and humid weather will prevail across the country, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said Tuesday.",
2823,MANILA – President Ferdinand R. Marcos Jr. on Thursday sought to fast-track the digitalization of database of farmers and food balance sheet (FBS) to strengthen the country’s agricultural industry.,
2824,Comelec affirms dismissal of DQ case vs. Senator Tulfo,
2825,"DAR employees continue tradition of donating blood, saving lives",
2826,MANILA – The Korean Embassy in Manila is set to pick 14 Filipinos for the 2023 Global Korea Scholarship (GKS).,
2827,"MANILA – The PHP5.268-trillion national budget for 2023 contains line items that will help achieve the Marcos administration's bid for an ""inclusive and sustainable"" economic transformation, Budget Secretary Amenah Pangandaman said Wednesday.",
2828,"Feb. 27 Grand, Mega Lotto draws produce 3 millionaires",
2829,PCG keeps watch on grounded Chinese ship off E. Samar,
2830,"VP Sara: ‘We must continue empowering, inspiring other women’",
2831,DAR: Over 1K farmers in C. Luzon get land titles,
2832,Villanueva enjoins commission to address jobs-skills mismatch,
2833,PBBM foreign trips boost PH image as investment hub: PEZA exec,
2834,BOC: March revenue collection highest so far for 2023,
2835,MANILA – President Ferdinand R. Marcos Jr. said Thursday the government has  or started the implementation of half of the  from the Private Sector Advisory Council (PSAC) on infrastructure development.,
2836,"MANILA – Senator Francis Escudero on Wednesday asked his colleagues to pass Senate Bill No. 1359, which prohibits the “no permit, no exam” policy which, he said, is the cruelest of fines being imposed by some educational institutions.",
2837,MANILA – The chair of the House Committee on Dangerous Drugs on Friday expressed his full support to the resolution defending former President Rodrigo Duterte against the International Criminal Court (ICC) probe into the anti-illegal drug campaign during his presidency.,
2838,Pasig village joins Women’s Month with free cancer screening,
2839,"MANILA – A high-value drug suspect yielded PHP6.8 million worth of shabu in an operation in Taguig City, Southern Police District (SPD) director Brig. Gen. Kirby John Kraft said on Thursday.",
