,Text,Annotate
1090,"Filipino women who were subjected to sexual slavery by the Japanese soldiers during World War II  the United Nations panel report that criticized the Philippines for allegedly not fighting for their cause.   “Masaya kami, masaya, napanalo na,"" said Candelaria Soliman of the Malaya Lolas, a non-profit organization aimed at providing support to survivors of sexual slavery, in JP Soriano’s report on “24 Oras Weekend"" on Saturday.   (We’re happy. We won.)   Soliman was among the 24 Filipinas who had petitioned the UN Committee on the Elimination of Discrimination Against Women to demand justice and assistance from the Philippine government.   Earlier this week,  found that the Philippine government violated the rights of ""comfort women"" by ""failing to provide reparation, social support, and  with the harm suffered.""",
1091,"The Commission on Higher Education (CHED) on Wednesday defended the use of a P10 billion worth of funds, supposedly for the scholarships of tertiary students, which Northern Samar 1st district Representative Paul Daza claimed was being misused.",
1092,Vergeire: Cancer funds used with transparency amid complaint vs. DOH execs,
1093,Marcos misinformed or misleading in saying EDCA sites won't be used for offensive—Castro,
1094,Abalos names 4 members of 5-man committee to review PNP resignations,
1095,The Philippine Coast Guard (PCG) on Thursday slammed the statement of Chinese Foreign Ministry spokesperson Wang Wenbin in connection with the February 6 laser-pointing incident in Ayungin Shoal.,
1096,"The Department of Health (DOH) on Tuesday registered 217 new COVID-19 cases, while the active tally climbed to 9,680.",
1097,Senate constitutional amendments and revision of codes chairman Robin Padilla has appealed to the leaders of the Senate to immediately conduct a meeting with their counterparts in the House of Representatives to deliberate the preferred mode of amending the economic provisions of the 1987 Constitution.,
1098,"The Philippine government has prepared donation items that will be sent to quake-hit Syria, the Office of Civil Defense (OCD) said Monday.",
1099,Alan Cayetano to Senate leadership: Focus on more pressing matters instead of Maharlika Fund bill,
1100,"The Department of Health (DOH) on Tuesday logged 202 new COVID-19 cases, while the active tally dropped to 9,321.",
1101,Media giant GMA Network is set to proudly represent the Philippines at the 2023 New York Festivals TV & Film (NYF) Awards with nine entries making it to the short-listed candidates – again earning the most number of nominees for the country.,
1102,"De Lima to Remulla: I will gain my freedom on merits, not humanitarian grounds",
1103,"Train fare increases require prior notice and hearing for them to be valid, the Supreme Court (SC) has ruled.   The decision stemmed from the petitions challenging the then-Department of Transportation and Communications (DOTC) Department Order 2014-014 (D.O. 2014-014), which adopted a uniform base fare of P11 for Light Rail Transit Lines 1 and 2 and Metro Rail Transit Line 3, plus P1 per kilometer of distance traveled.   Beginning January 2015, the fares for the three railway lines are as follows: for LRT1, P15 to P30; for LRT2, P15 to P25; and for MRT3, P13 to P28.   However, the petitioners alleged that the fare increases were implemented without due notice and hearing.   According to the Court, the Administrative Code of 1987 expressly requires that there be prior notice and hearing in rate-fixing, with the notice to be published at least two weeks before the hearing.   In dismissing the petitions, the SC said the DOTC  with the notice and hearing requirements for D.O. 2014-014.",
1104,"Jail Chief Superintendent Ruel Silva Rivera on Monday assumed his post as the acting chief of the Bureau of Jail Management and Penology (BJMP), the agency said on Tuesday.",
1105,"The secretaries of the Philippines’ and Malaysia’s foreign affairs departments will discuss the issue of both countries’ territorial claim over Sabah, President Ferdinand “Bongbong” Marcos Jr. said in his recent vlog.",
1106,"The agricultural projects which are among the subject of the P172-million plunder case filed against former Senator Juan Ponce Enrile included manicure and pedicure services, a government lawyer said.",
1107,The Senate on Monday approved on third and final reading a bill which seeks to establish an intervention program for basic education students who have low proficiency in major subjects.,
1108,VP Sara rated ‘excellent’ in December 2022 SWS satisfaction survey,
1109,"SWS: 30% of Filipinos had unrequited love, 33% confessed loving a friend",
1110,MIAA calls on international passengers to arrive 4 hours before flight,
1111,"Palace names latest appointments in PCO, DICT, AFP",
1112,Remulla says Bantag expressed wish to surrender,
1113,Senator Sherwin Gatchalian wants the government to allow foreign universities to enter and operate in the Philippines in a bid to improve the quality of education in the country.,
1114,"IPU committee renews call for de Lima release, to continue monitoring trial",
1115,"The seven-day COVID-19 positivity rate in the National Capital Region (NCR) went up slightly from 1.6% as of Feb. 11 to 1.7% as of Feb. 18, OCTA Research said on Monday.",
1116,"Vice President and Education Secretary Sara Duterte on Thursday emphasized the need to avert the further deterioration of Philippine education, saying that the next two to three years will be a critical period for the reforms to the education system under her leadership.",
1117,MIAA not ruling out sabotage for NAIA 3 power outage on Labor Day,
1118,"US, Philippines agree to complete security assistance roadmap in 5 to 10 years, says US Defense Secretary",
1119,DOJ to file charges vs. Arnie Teves ‘very soon’,
1120,Former Senator Leila de Lima on Friday insisted that she would fight for her freedom by arguing against the “fabricated” cases filed against her by the Department of Justice in court.,
1121,Philippines’ COVID-19 positivity rate down to 1.8% – OCTA,
1122,"Guilty verdict on ex-cop in Carl, Kulot killing proof justice system working —Acosta",
1123,HPG director quits post after son figures in ‘pinning’ video,
1124,DA developing plan to promote planting of hybrid rice seeds,
1125,"Moon has not been sighted, Eid'l Fitr to be celebrated on April 22",
1126,"The Philippine government is working to find temporary jobs in Saudi Arabia for overseas Filipino workers fleeing the violence in Sudan, Department of Migrant Workers Secretary Susan Ople has said..",
1127,UK concerned by ‘dangerous’ acts vs. PH vessels in South China Sea — envoy,
1128,Arnie Teves' lawyer says he had weapons removed from solon's QC home,
1129,Senator Robin Padilla on Wednesday filed Resolution of Both Houses (RBH) No. 3 seeking to amend the economic provisions of the 1987 Constitution through a Constituent Assembly (Con-Ass).,
1130,"""Possible oil"" that appears to be from the sunken tanker MT Princess Empress currently covers an area approximately 11.62 square kilometers in size in the waters off Mindoro Island, satellite imagery and data showed.",
1131,"A helicopter supposedly owned by suspended Negros Oriental Representative Arnie Teves Jr. and linked by authorities to the Degamo slay case has been transferred to Cebu, according to the reports of Ian Cruz and John Consulta reported on “24 Oras”.",
1132,Department of Health (DOH) officer-in-charge Maria Rosario Vergeire on Tuesday said she is now ready if and when she will be appointed as the next secretary of the department.,
1133,"The Philippine Coast Guard (PCG) monitored over 56,000 outbound passengers in all ports nationwide as of Tuesday noon.   In an advisory, the PCG said 56,043 outbound passengers and 42,825 inbound passengers were recorded from 6 a.m. to 12 p.m.   At least 2,570 frontline personnel in 15 PCG districts inspected 655 vessels and 790 motorbancas, it added.   Meanwhile, all Coast Guard districts, stations, and substations were placed on heightened alert from April 2 to 10 to manage the influx of port passengers during Holy Week.   “It will also cover the length of summer vacation in anticipation of local tourists traveling by sea for recreational purposes until May 31, 2023,” the PCG said.",
